config,workload,ramulator.normalized_ipc,nrh
Graphene250,ycsb_bserver,1.0,250
Graphene125,ycsb_bserver,1.0,125
Hydra1000,ycsb_bserver,1.0,1000
Hydra500,ycsb_bserver,1.0,500
Hydra250,ycsb_bserver,0.9989301887205038,250
Hydra125,ycsb_bserver,0.9778639041040046,125
REGA1000,ycsb_bserver,1.0,1000
REGA500,ycsb_bserver,0.9962712991064694,500
REGA250,ycsb_bserver,0.9820878031894449,250
REGA125,ycsb_bserver,0.939023504620779,125
PARA1000,ycsb_bserver,0.9688357685930853,1000
PARA500,ycsb_bserver,0.938970518764228,500
PARA250,ycsb_bserver,0.8743379307830993,250
PARA125,ycsb_bserver,0.7372532193517701,125
Baseline0,403.gcc,1.0,0
CoMeT125,403.gcc,1.0,125
CoMeT250,403.gcc,1.0,250
CoMeT500,403.gcc,1.0,500
CoMeT1000,403.gcc,1.0,1000
Graphene1000,403.gcc,1.0,1000
Graphene500,403.gcc,1.0,500
Graphene250,403.gcc,1.0,250
Graphene125,403.gcc,1.0,125
Hydra1000,403.gcc,1.0,1000
Hydra500,403.gcc,1.0,500
Hydra250,403.gcc,1.0,250
Hydra125,403.gcc,1.0,125
REGA1000,403.gcc,1.0,1000
REGA500,403.gcc,0.9997063215080474,500
REGA250,403.gcc,0.9986684904500402,250
REGA125,403.gcc,0.9964620796595404,125
PARA1000,403.gcc,0.9993037874929231,1000
PARA500,403.gcc,0.998700013706693,500
PARA250,403.gcc,0.9977106883932046,250
PARA125,403.gcc,0.9936268200198831,125
Baseline0,464.h264ref,1.0,0
CoMeT125,464.h264ref,1.0,125
CoMeT250,464.h264ref,1.0,250
CoMeT500,464.h264ref,1.0,500
CoMeT1000,464.h264ref,1.0,1000
Graphene1000,464.h264ref,1.0,1000
Graphene500,464.h264ref,1.0,500
Graphene250,464.h264ref,1.0,250
Graphene125,464.h264ref,1.0,125
Hydra1000,464.h264ref,1.0,1000
Hydra500,464.h264ref,1.0,500
Hydra250,464.h264ref,1.0,250
Hydra125,464.h264ref,1.0,125
REGA1000,464.h264ref,1.0,1000
REGA500,464.h264ref,1.0,500
REGA250,464.h264ref,0.9996375424780974,250
REGA125,464.h264ref,0.9994215578746604,125
PARA1000,464.h264ref,0.9994921215244869,1000
PARA500,464.h264ref,0.9992984505326802,500
PARA250,464.h264ref,0.9986107441705275,250
PARA125,464.h264ref,0.9968572238537857,125
Baseline0,bfs_dblp,1.0,0
CoMeT125,bfs_dblp,0.8133509695820618,125
CoMeT250,bfs_dblp,0.8716859891132677,250
CoMeT500,bfs_dblp,0.9158648996764733,500
CoMeT1000,bfs_dblp,0.9917529568655907,1000
Graphene1000,bfs_dblp,1.0,1000
Graphene500,bfs_dblp,0.9761679787489665,500
Graphene250,bfs_dblp,0.9524177434018328,250
Graphene125,bfs_dblp,0.888544909393318,125
Hydra1000,bfs_dblp,0.9182902117219841,1000
Hydra500,bfs_dblp,0.8984041958186907,500
Hydra250,bfs_dblp,0.8844981271026275,250
Hydra125,bfs_dblp,0.8456414017388739,125
REGA1000,bfs_dblp,1.0,1000
REGA500,bfs_dblp,0.9978617557364011,500
REGA250,bfs_dblp,0.8861032487075845,250
REGA125,bfs_dblp,0.5952881154601395,125
PARA1000,bfs_dblp,0.7711875963146505,1000
PARA500,bfs_dblp,0.6323046836063676,500
PARA250,bfs_dblp,0.44718874836582795,250
PARA125,bfs_dblp,0.23322103404049754,125
Baseline0,459.GemsFDTD,1.0,0
CoMeT125,459.GemsFDTD,0.9280300073013278,125
CoMeT250,459.GemsFDTD,0.9632952352031404,250
CoMeT500,459.GemsFDTD,0.998847364393487,500
CoMeT1000,459.GemsFDTD,1.0,1000
Graphene1000,459.GemsFDTD,1.0,1000
Graphene500,459.GemsFDTD,1.0,500
Graphene250,459.GemsFDTD,0.992440025003881,250
Graphene125,459.GemsFDTD,0.9613369590319822,125
Hydra1000,459.GemsFDTD,0.995137159515652,1000
Hydra500,459.GemsFDTD,0.9715439983301631,500
Hydra250,459.GemsFDTD,0.924834556815775,250
Hydra125,459.GemsFDTD,0.9085188002129945,125
REGA1000,459.GemsFDTD,1.0,1000
REGA500,459.GemsFDTD,0.9867183870865078,500
REGA250,459.GemsFDTD,0.9208808428277511,250
REGA125,459.GemsFDTD,0.7519774063292143,125
PARA1000,459.GemsFDTD,0.9364706581431714,1000
PARA500,459.GemsFDTD,0.8735592886128098,500
PARA250,459.GemsFDTD,0.7493561781158102,250
PARA125,459.GemsFDTD,0.5132000731174953,125
Baseline0,473.astar,1.0,0
CoMeT125,473.astar,0.9111678966594361,125
CoMeT250,473.astar,0.9980264329746511,250
CoMeT500,473.astar,1.0,500
CoMeT1000,473.astar,1.0,1000
Graphene1000,473.astar,1.0,1000
Graphene500,473.astar,1.0,500
Graphene250,473.astar,1.0001654303136562,250
Graphene125,473.astar,0.9920382016345461,125
Hydra1000,473.astar,0.9999355594924493,1000
Hydra500,473.astar,0.9930241921620018,500
Hydra250,473.astar,0.9567589260250922,250
Hydra125,473.astar,0.8718442315316375,125
REGA1000,473.astar,1.0,1000
REGA500,473.astar,0.9899647740819716,500
REGA250,473.astar,0.9334591903863841,250
REGA125,473.astar,0.8006876062226933,125
PARA1000,473.astar,0.9487968101371282,1000
PARA500,473.astar,0.8984085873558096,500
PARA250,473.astar,0.7974025982624907,250
PARA125,473.astar,0.5883157937421104,125
Baseline0,456.hmmer,1.0,0
CoMeT125,456.hmmer,1.0,125
CoMeT250,456.hmmer,1.0,250
CoMeT500,456.hmmer,1.0,500
CoMeT1000,456.hmmer,1.0,1000
Graphene1000,456.hmmer,1.0,1000
Graphene500,456.hmmer,1.0,500
Graphene250,456.hmmer,1.0,250
Graphene125,456.hmmer,1.0,125
Hydra1000,456.hmmer,1.0,1000
Hydra500,456.hmmer,1.0,500
Hydra250,456.hmmer,1.0,250
Hydra125,456.hmmer,1.0,125
REGA1000,456.hmmer,1.0,1000
REGA500,456.hmmer,1.0,500
REGA250,456.hmmer,0.9999295554707549,250
REGA125,456.hmmer,0.999807299725298,125
PARA1000,456.hmmer,0.9998282178754269,1000
PARA500,456.hmmer,0.9997713807690803,500
PARA250,456.hmmer,0.9997117703275492,250
PARA125,456.hmmer,0.9992565959713449,125
Baseline0,444.namd,1.0,0
CoMeT125,444.namd,1.0,125
CoMeT250,444.namd,1.0,250
CoMeT500,444.namd,1.0,500
CoMeT1000,444.namd,1.0,1000
Graphene1000,444.namd,1.0,1000
Graphene500,444.namd,1.0,500
Graphene250,444.namd,1.0,250
Graphene125,444.namd,1.0,125
Hydra1000,444.namd,1.0,1000
Hydra500,444.namd,1.0,500
Hydra250,444.namd,1.0,250
Hydra125,444.namd,1.0,125
REGA1000,444.namd,1.0,1000
REGA500,444.namd,1.0,500
REGA250,444.namd,1.0000324141696013,250
REGA125,444.namd,0.999463060776001,125
PARA1000,444.namd,0.9999527660395018,1000
PARA500,444.namd,0.9999202582281651,500
PARA250,444.namd,0.9997783947727487,250
PARA125,444.namd,0.9991410989494294,125
Baseline0,482.sphinx3,1.0,0
CoMeT125,482.sphinx3,0.9963347111843192,125
CoMeT250,482.sphinx3,0.9989977039925627,250
CoMeT500,482.sphinx3,1.0,500
CoMeT1000,482.sphinx3,1.0,1000
Graphene1000,482.sphinx3,1.0,1000
Graphene500,482.sphinx3,1.0,500
Graphene250,482.sphinx3,0.9992357278645373,250
Graphene125,482.sphinx3,0.9972361998419658,125
Hydra1000,482.sphinx3,1.0,1000
Hydra500,482.sphinx3,0.9995697623608569,500
Hydra250,482.sphinx3,0.9965714676136497,250
Hydra125,482.sphinx3,0.9909540851321376,125
REGA1000,482.sphinx3,1.0,1000
REGA500,482.sphinx3,0.9989019165477777,500
REGA250,482.sphinx3,0.9965714676136497,250
REGA125,482.sphinx3,0.9847010230465905,125
PARA1000,482.sphinx3,0.9918389836368444,1000
PARA500,482.sphinx3,0.9834604740005689,500
PARA250,482.sphinx3,0.9635851280158959,250
PARA125,482.sphinx3,0.9107292941307065,125
Baseline0,jp2_encode,1.0,0
CoMeT125,jp2_encode,0.971894772243419,125
CoMeT250,jp2_encode,0.9865599816906044,250
CoMeT500,jp2_encode,0.9947859091729173,500
CoMeT1000,jp2_encode,0.9977712220211415,1000
Graphene1000,jp2_encode,0.9979354541388218,1000
Graphene500,jp2_encode,0.9954210610512678,500
Graphene250,jp2_encode,0.9900620152334585,250
Graphene125,jp2_encode,0.9785800322237556,125
Hydra1000,jp2_encode,0.9925250269960975,1000
Hydra500,jp2_encode,0.9906941276152614,500
Hydra250,jp2_encode,0.9857012047057097,250
Hydra125,jp2_encode,0.9784640534866604,125
REGA1000,jp2_encode,1.0,1000
REGA500,jp2_encode,0.9885040023105274,500
REGA250,jp2_encode,0.9459611146268081,250
REGA125,jp2_encode,0.8521983157798922,125
PARA1000,jp2_encode,0.9617895663501996,1000
PARA500,jp2_encode,0.9236366832831033,500
PARA250,jp2_encode,0.8432087363848212,250
PARA125,jp2_encode,0.6626991760724059,125
Baseline0,508.namd,1.0,0
CoMeT125,508.namd,1.0,125
CoMeT250,508.namd,1.0,250
CoMeT500,508.namd,1.0,500
CoMeT1000,508.namd,1.0,1000
Graphene1000,508.namd,1.0,1000
Graphene500,508.namd,1.0,500
Graphene250,508.namd,1.0,250
Graphene125,508.namd,1.0,125
Hydra1000,508.namd,1.0,1000
Hydra500,508.namd,1.0,500
Hydra250,508.namd,1.0,250
Hydra125,508.namd,1.0,125
REGA1000,508.namd,1.0,1000
REGA500,508.namd,0.9999988915534888,500
REGA250,508.namd,0.9992246407256513,250
REGA125,508.namd,0.9974845771947708,125
PARA1000,508.namd,0.9994531535652502,1000
PARA500,508.namd,0.9988546558005248,500
PARA250,508.namd,0.9974830016567966,250
PARA125,508.namd,0.9924015285699181,125
Baseline0,549.fotonik3d,1.0,0
CoMeT125,549.fotonik3d,0.930674293619361,125
CoMeT250,549.fotonik3d,0.9602398871554547,250
CoMeT500,549.fotonik3d,0.9985014298016766,500
CoMeT1000,549.fotonik3d,1.0,1000
Graphene1000,549.fotonik3d,1.0,1000
Graphene500,549.fotonik3d,1.0,500
Graphene250,549.fotonik3d,0.9887905786042798,250
Graphene125,549.fotonik3d,0.9598068543331368,125
Hydra1000,549.fotonik3d,0.9952698859226228,1000
Hydra500,549.fotonik3d,0.9694467771005124,500
Hydra250,549.fotonik3d,0.9209115494978686,250
Hydra125,549.fotonik3d,0.9095459788641256,125
REGA1000,549.fotonik3d,1.0,1000
REGA500,549.fotonik3d,0.9842974830763624,500
REGA250,549.fotonik3d,0.9005083037830733,250
REGA125,549.fotonik3d,0.7080554381882845,125
PARA1000,549.fotonik3d,0.9354025660250113,1000
PARA500,549.fotonik3d,0.870992288464739,500
PARA250,549.fotonik3d,0.7467047843368413,250
PARA125,549.fotonik3d,0.5071677342496268,125
Baseline0,447.dealII,1.0,0
CoMeT125,447.dealII,1.0,125
CoMeT250,447.dealII,1.0,250
CoMeT500,447.dealII,1.0,500
CoMeT1000,447.dealII,1.0,1000
Graphene1000,447.dealII,1.0,1000
Graphene500,447.dealII,1.0,500
Graphene250,447.dealII,1.0,250
Graphene125,447.dealII,1.0,125
Hydra1000,447.dealII,1.0,1000
Hydra500,447.dealII,1.0,500
Hydra250,447.dealII,1.0,250
Hydra125,447.dealII,1.0,125
REGA1000,447.dealII,1.0,1000
REGA500,447.dealII,1.000031518383964,500
REGA250,447.dealII,0.9999841430643073,250
REGA125,447.dealII,0.9996090417892878,125
PARA1000,447.dealII,0.9997962618891626,1000
PARA500,447.dealII,0.9990956391512044,500
PARA250,447.dealII,0.9987036586492724,250
PARA125,447.dealII,0.9962925772218817,125
Baseline0,531.deepsjeng,1.0,0
CoMeT125,531.deepsjeng,1.0,125
CoMeT250,531.deepsjeng,1.0,250
CoMeT500,531.deepsjeng,1.0,500
CoMeT1000,531.deepsjeng,1.0,1000
Graphene1000,531.deepsjeng,1.0,1000
Graphene500,531.deepsjeng,1.0,500
Graphene250,531.deepsjeng,1.0,250
Graphene125,531.deepsjeng,1.0,125
Hydra1000,531.deepsjeng,1.0,1000
Hydra500,531.deepsjeng,1.0,500
Hydra250,531.deepsjeng,1.0,250
Hydra125,531.deepsjeng,1.0,125
REGA1000,531.deepsjeng,1.0,1000
REGA500,531.deepsjeng,1.0,500
REGA250,531.deepsjeng,0.9998264899258847,250
REGA125,531.deepsjeng,0.9983405113216945,125
PARA1000,531.deepsjeng,0.998879671091541,1000
PARA500,531.deepsjeng,0.997468800195121,500
PARA250,531.deepsjeng,0.9946867942803631,250
PARA125,531.deepsjeng,0.986719714266707,125
Baseline0,ycsb_eserver,1.0,0
CoMeT125,ycsb_eserver,0.9856249927732249,125
CoMeT250,ycsb_eserver,0.9987576297510882,250
CoMeT500,ycsb_eserver,1.0,500
CoMeT1000,ycsb_eserver,1.0,1000
Graphene1000,ycsb_eserver,1.0,1000
Graphene500,ycsb_eserver,1.0,500
Graphene250,ycsb_eserver,0.9961729666370087,250
Graphene125,ycsb_eserver,0.9856730216689241,125
Hydra1000,ycsb_eserver,1.0,1000
Hydra500,ycsb_eserver,0.9988996291535192,500
Hydra250,ycsb_eserver,0.9750326589818028,250
Hydra125,ycsb_eserver,0.9599753159897486,125
REGA1000,ycsb_eserver,1.0,1000
REGA500,ycsb_eserver,0.9972712011369934,500
REGA250,ycsb_eserver,0.9849699530615252,250
REGA125,ycsb_eserver,0.9443144148795232,125
PARA1000,ycsb_eserver,0.9699205124806892,1000
PARA500,ycsb_eserver,0.9400375370962796,500
PARA250,ycsb_eserver,0.878127226671918,250
PARA125,ycsb_eserver,0.7442278018196324,125
Baseline0,435.gromacs,1.0,0
CoMeT125,435.gromacs,1.0,125
CoMeT250,435.gromacs,1.0,250
CoMeT500,435.gromacs,1.0,500
CoMeT1000,435.gromacs,1.0,1000
Graphene1000,435.gromacs,1.0,1000
Graphene500,435.gromacs,1.0,500
Graphene250,435.gromacs,1.0,250
Graphene125,435.gromacs,1.0,125
Hydra1000,435.gromacs,1.0,1000
Hydra500,435.gromacs,1.0,500
Hydra250,435.gromacs,1.0,250
Hydra125,435.gromacs,1.0,125
REGA1000,435.gromacs,1.0,1000
REGA500,435.gromacs,0.9998220121638889,500
REGA250,435.gromacs,0.9998150506023292,250
REGA125,435.gromacs,0.9980017037652976,125
PARA1000,435.gromacs,0.9990176018879743,1000
PARA500,435.gromacs,0.9979798029290546,500
PARA250,435.gromacs,0.9967513942497005,250
PARA125,435.gromacs,0.9900772533189058,125
Baseline0,520.omnetpp,1.0,0
CoMeT125,520.omnetpp,0.8017873159800375,125
CoMeT250,520.omnetpp,0.9944906144113536,250
CoMeT500,520.omnetpp,0.9999664134491199,500
CoMeT1000,520.omnetpp,1.0,1000
Graphene1000,520.omnetpp,1.0,1000
Graphene500,520.omnetpp,1.0,500
Graphene250,520.omnetpp,0.9966599912804888,250
Graphene125,520.omnetpp,0.9717993025651024,125
Hydra1000,520.omnetpp,0.9954003414273155,1000
Hydra500,520.omnetpp,0.9601958745772594,500
Hydra250,520.omnetpp,0.8415496561645264,250
Hydra125,520.omnetpp,0.5617568828144565,125
REGA1000,520.omnetpp,1.0,1000
REGA500,520.omnetpp,0.9781540600803931,500
REGA250,520.omnetpp,0.8900934512856619,250
REGA125,520.omnetpp,0.7098801325383544,125
PARA1000,520.omnetpp,0.9223971636798588,1000
PARA500,520.omnetpp,0.8507650686938464,500
PARA250,520.omnetpp,0.722530106859576,250
PARA125,520.omnetpp,0.49649206573324695,125
Baseline0,544.nab,1.0,0
CoMeT125,544.nab,1.0,125
CoMeT250,544.nab,1.0,250
CoMeT500,544.nab,1.0,500
CoMeT1000,544.nab,1.0,1000
Graphene1000,544.nab,1.0,1000
Graphene500,544.nab,1.0,500
Graphene250,544.nab,1.0,250
Graphene125,544.nab,1.0,125
Hydra1000,544.nab,1.0,1000
Hydra500,544.nab,1.0,500
Hydra250,544.nab,1.0,250
Hydra125,544.nab,1.0,125
REGA1000,544.nab,1.0,1000
REGA500,544.nab,1.0,500
REGA250,544.nab,0.9999773227027549,250
REGA125,544.nab,0.9991391402079409,125
PARA1000,544.nab,1.0,1000
PARA500,544.nab,0.9997308123016371,500
PARA250,544.nab,0.9992466860043386,250
PARA125,544.nab,0.9973092988089548,125
Baseline0,445.gobmk,1.0,0
CoMeT125,445.gobmk,1.0,125
CoMeT250,445.gobmk,1.0,250
CoMeT500,445.gobmk,1.0,500
CoMeT1000,445.gobmk,1.0,1000
Graphene1000,445.gobmk,1.0,1000
Graphene500,445.gobmk,1.0,500
Graphene250,445.gobmk,1.0,250
Graphene125,445.gobmk,1.0,125
Hydra1000,445.gobmk,1.0,1000
Hydra500,445.gobmk,1.0,500
Hydra250,445.gobmk,1.0,250
Hydra125,445.gobmk,0.9996920102356072,125
REGA1000,445.gobmk,1.0,1000
REGA500,445.gobmk,0.9995219063194272,500
REGA250,445.gobmk,0.9983423529318405,250
REGA125,445.gobmk,0.9961184592283013,125
PARA1000,445.gobmk,0.9974371034779635,1000
PARA500,445.gobmk,0.9953750886487666,500
PARA250,445.gobmk,0.9904087857307393,250
PARA125,445.gobmk,0.9760992072462648,125
Baseline0,ycsb_aserver,1.0,0
CoMeT125,ycsb_aserver,0.9997097508423087,125
CoMeT250,ycsb_aserver,1.0,250
CoMeT500,ycsb_aserver,1.0,500
CoMeT1000,ycsb_aserver,1.0,1000
Graphene1000,ycsb_aserver,1.0,1000
Graphene500,ycsb_aserver,1.0,500
Graphene250,ycsb_aserver,1.0,250
Graphene125,ycsb_aserver,0.9999954868244726,125
Hydra1000,ycsb_aserver,1.0,1000
Hydra500,ycsb_aserver,0.9999725493558395,500
Hydra250,ycsb_aserver,0.9920656096452763,250
Hydra125,ycsb_aserver,0.952369579900347,125
REGA1000,ycsb_aserver,1.0,1000
REGA500,ycsb_aserver,0.9938356152854989,500
REGA250,ycsb_aserver,0.9712850274576478,250
REGA125,ycsb_aserver,0.9033776689492068,125
PARA1000,ycsb_aserver,0.9611204359275697,1000
PARA500,ycsb_aserver,0.9230769310059197,500
PARA250,ycsb_aserver,0.8458416472388682,250
PARA125,ycsb_aserver,0.6863241416791491,125
Baseline0,450.soplex,1.0,0
CoMeT125,450.soplex,0.9410648627231849,125
CoMeT250,450.soplex,0.9709046738029711,250
CoMeT500,450.soplex,0.9864780296026698,500
CoMeT1000,450.soplex,0.994229698165716,1000
Graphene1000,450.soplex,0.9963064238670534,1000
Graphene500,450.soplex,0.9905995004582319,500
Graphene250,450.soplex,0.9786209983012643,250
Graphene125,450.soplex,0.9558680994822253,125
Hydra1000,450.soplex,0.9889331557436576,1000
Hydra500,450.soplex,0.9800560307128311,500
Hydra250,450.soplex,0.9644550413184654,250
Hydra125,450.soplex,0.9232786380659526,125
REGA1000,450.soplex,1.0,1000
REGA500,450.soplex,0.9774803154437234,500
REGA250,450.soplex,0.8908851991741153,250
REGA125,450.soplex,0.7210969394600462,125
PARA1000,450.soplex,0.9292274800921001,1000
PARA500,450.soplex,0.863065610424013,500
PARA250,450.soplex,0.7383413782133955,250
PARA125,450.soplex,0.5096318039828168,125
Baseline0,462.libquantum,1.0,0
CoMeT125,462.libquantum,0.962174623977916,125
CoMeT250,462.libquantum,0.9805272667485643,250
CoMeT500,462.libquantum,0.9912622744300577,500
CoMeT1000,462.libquantum,0.9975931819817153,1000
Graphene1000,462.libquantum,0.997818368006733,1000
Graphene500,462.libquantum,0.9936743941639333,500
Graphene250,462.libquantum,0.9865006866667696,250
Graphene125,462.libquantum,0.9712312638797357,125
Hydra1000,462.libquantum,0.9862486461877108,1000
Hydra500,462.libquantum,0.9831441918769915,500
Hydra250,462.libquantum,0.978449801891858,250
Hydra125,462.libquantum,0.9687957386596986,125
REGA1000,462.libquantum,1.0,1000
REGA500,462.libquantum,0.9933677044258,500
REGA250,462.libquantum,0.9584093538053123,250
REGA125,462.libquantum,0.8659034727938446,125
PARA1000,462.libquantum,0.9459154519508594,1000
PARA500,462.libquantum,0.8940952554395741,500
PARA250,462.libquantum,0.7942497500169861,250
PARA125,462.libquantum,0.5952969009912916,125
Baseline0,470.lbm,1.0,0
CoMeT125,470.lbm,0.8552260452399533,125
CoMeT250,470.lbm,0.9216581890388491,250
CoMeT500,470.lbm,0.9599198084533977,500
CoMeT1000,470.lbm,0.9857229095890649,1000
Graphene1000,470.lbm,0.9913105431238957,1000
Graphene500,470.lbm,0.9766337329852447,500
Graphene250,470.lbm,0.9472976122812602,250
Graphene125,470.lbm,0.8940265294009209,125
Hydra1000,470.lbm,0.9507439351003117,1000
Hydra500,470.lbm,0.9314077726365103,500
Hydra250,470.lbm,0.9109059757412564,250
Hydra125,470.lbm,0.8761846791070561,125
REGA1000,470.lbm,1.0,1000
REGA500,470.lbm,0.890584560142702,500
REGA250,470.lbm,0.6831449758583674,250
REGA125,470.lbm,0.449848519851055,125
PARA1000,470.lbm,0.8378537822601648,1000
PARA500,470.lbm,0.7142100574392178,500
PARA250,470.lbm,0.5326750018117731,250
PARA125,470.lbm,0.3020780921085046,125
Baseline0,502.gcc,1.0,0
CoMeT125,502.gcc,1.0,125
CoMeT250,502.gcc,1.0,250
CoMeT500,502.gcc,1.0,500
CoMeT1000,502.gcc,1.0,1000
Graphene1000,502.gcc,1.0,1000
Graphene500,502.gcc,1.0,500
Graphene250,502.gcc,1.0,250
Graphene125,502.gcc,1.0,125
Hydra1000,502.gcc,1.0,1000
Hydra500,502.gcc,1.0,500
Hydra250,502.gcc,1.0,250
Hydra125,502.gcc,1.0,125
REGA1000,502.gcc,1.0,1000
REGA500,502.gcc,0.9993227047321741,500
REGA250,502.gcc,0.998273806842788,250
REGA125,502.gcc,0.99378875487915,125
PARA1000,502.gcc,0.9968243342796775,1000
